;artist;bbscore;votescore;black;male;song_no;album_no;first_album;career;bbscore_per_year;unique_words;total_words;avg_wordpersong;avg_uniquewordpersong;charlengs;avg_wordlength;r50_unique_words;r50_total_words;profan_words;gang_words;brand_words;profan_percent;gang_percent;brand_percent;bb100;vote100;positive;negative;anger;anticipation;disgust;fear;joy;sadness;surprise;trust;positive_ps;negative_ps;anger_ps;anticipation_ps;disgust_ps;fear_ps;joy_ps;sadness_ps;surprise_ps;trust_ps;positive_percent;negative_percent;anger_percent;anticipation_percent;disgust_percent;fear_percent;joy_percent;sadness_percent;surprise_percent;trust_percent;profan_ps;gang_ps;brand_ps;topic_music;topic_love;topic_life;topic_real;topic_money;topic_street;topic_sex;topic_music_percent;topic_love_percent;topic_life_percent;topic_real_percent;topic_money_percent;topic_street_percent;topic_sex_percent
10;Ghostface Killah;;25.0;1.0;1;282;19;1996.0;23.0;;9391;74500;264.1843971631206;198.34701492537314;396306;5.319543624161073;3981;12644;2191;2573;181;0.029409395973154364;0.03453691275167785;0.002429530201342282;0.0;50.0;5926;6885;3933;3050;2823;4004;2890;2919;2043;3657;21.01418439716312;24.414893617021278;13.946808510638302;10.815602836879432;10.01063829787234;14.198581560283687;10.24822695035461;10.351063829787234;7.24468085106383;12.968085106382981;0.07954362416107383;0.09241610738255034;0.05279194630872483;0.04093959731543624;0.037892617449664434;0.05374496644295302;0.03879194630872483;0.03918120805369128;0.02742281879194631;0.04908724832214765;7.76950354609929;9.124113475177305;0.6418439716312057;146;28;30;3;0;77;9;0.5177304964539007;0.09929078014184398;0.10638297872340426;0.010638297872340425;0.0;0.2730496453900709;0.031914893617021274
11;Ice Cube;;43.0;1.0;1;191;12;1990.0;29.0;;6607;50842;266.18848167539267;162.7606382978723;263348;5.179733291373274;3186;13258;2792;1671;124;0.054915227567758934;0.03286652767397034;0.0024389284449864287;0.0;86.0;3494;5636;3214;2005;2553;2817;1818;2341;1278;2532;18.29319371727749;29.50785340314136;16.827225130890053;10.49738219895288;13.366492146596858;14.74869109947644;9.518324607329845;12.2565445026178;6.691099476439789;13.2565445026178;0.06872270957082728;0.1108532315801896;0.06321545179182565;0.039435899453207975;0.05021438967782542;0.055406947012312656;0.03575783800794618;0.04604460878800992;0.02513669800558593;0.0498013453444003;14.617801047120421;8.74869109947644;0.6492146596858639;45;4;6;6;4;113;13;0.2356020942408377;0.020942408376963352;0.031413612565445025;0.031413612565445025;0.020942408376963352;0.5916230366492147;0.06806282722513089
12;Joey Badass;;4.0;1.0;1;100;5;2012.0;7.0;;5300;25888;258.88;174.59;139245;5.378746909765141;3267;11576;775;574;47;0.02993665018541409;0.022172435105067983;0.001815512978986403;0.0;8.0;2296;2259;1232;1284;860;1248;1069;1056;744;1436;22.96;22.59;12.32;12.84;8.6;12.48;10.69;10.56;7.44;14.36;0.08868974042027195;0.08726050679851667;0.047589616810877616;0.0495982694684796;0.03322002472187886;0.048207663782447466;0.04129326328800989;0.0407911001236094;0.028739184177997524;0.05546971569839308;7.75;5.74;0.47;52;5;33;2;3;5;2;0.52;0.05;0.33;0.02;0.03;0.05;0.02
13;Joyner Lucas;;24.0;1.0;1;62;3;2015.0;4.0;;4233;25357;408.983870967742;217.5;130446;5.1443782781874825;3566;19232;1382;811;80;0.05450171550262255;0.031983278779035375;0.003154947351816067;0.0;48.0;2028;2734;1653;1144;1214;1401;1101;1388;700;1186;32.70967741935484;44.096774193548384;26.661290322580644;18.451612903225808;19.580645161290324;22.596774193548388;17.758064516129032;22.387096774193548;11.290322580645164;19.12903225806452;0.07997791536853728;0.10782032574831407;0.06518909965689948;0.04511574713096976;0.04787632606380881;0.05525101549867886;0.043419962929368616;0.05473833655400875;0.027605789328390584;0.04677209449067319;22.29032258064516;13.080645161290322;1.2903225806451613;11;5;27;2;3;3;13;0.1774193548387097;0.08064516129032258;0.43548387096774194;0.03225806451612903;0.04838709677419355;0.04838709677419355;0.20967741935483872
14;KRS-One;;6.0;1.0;1;208;16;1993.0;26.0;;6541;48944;235.3076923076923;150.8269230769231;261418;5.341165413533835;2929;11332;343;1326;84;0.007008009153318078;0.02709218698921216;0.0017162471395881006;0.0;12.0;4712;3614;2075;2213;1237;2154;1916;1648;1055;3104;22.653846153846153;17.375;9.975961538461537;10.639423076923077;5.947115384615384;10.35576923076923;9.211538461538463;7.9230769230769225;5.072115384615385;14.923076923076925;0.09627329192546584;0.07383949002942138;0.042395390650539384;0.045214939522719835;0.02527378228179144;0.04400948022229487;0.039146779993461917;0.03367113435763321;0.021555246812683882;0.06341941811049362;1.6490384615384617;6.375;0.40384615384615385;168;1;22;0;2;15;0;0.8076923076923077;0.004807692307692308;0.10576923076923077;0.0;0.009615384615384616;0.07211538461538461;0.0
15;LL Cool J;;22.0;1.0;1;198;13;1985.0;34.0;;7731;59317;299.58080808080814;195.03535353535355;309855;5.223713269383143;3486;13907;754;1427;121;0.012711364364347487;0.02405718428106613;0.002039887384729504;0.0;44.0;6168;4626;2526;2470;1576;2358;3217;2017;1663;2896;31.15151515151515;23.363636363636363;12.757575757575758;12.474747474747474;7.959595959595959;11.909090909090908;16.247474747474747;10.186868686868689;8.3989898989899;14.626262626262625;0.10398368090092217;0.07798776067569163;0.04258475647790684;0.04164067636596591;0.026569111721766105;0.03975251614208405;0.05423403071632078;0.034003742603300906;0.028035807609960044;0.04882242864608797;3.808080808080808;7.207070707070707;0.6111111111111112;71;45;27;9;1;43;3;0.35858585858585856;0.22727272727272727;0.13636363636363635;0.045454545454545456;0.005050505050505051;0.21717171717171718;0.015151515151515152
16;Lauryn Hill;;9.0;1.0;0;42;2;1998.0;21.0;;2063;7593;180.78571428571428;99.26190476190477;42687;5.621888581588305;2063;7593;11;106;2;0.0014487027525352295;0.013960226524430396;0.00026340050046095095;0.0;18.0;905;728;376;442;244;442;616;419;253;624;21.547619047619047;17.333333333333332;8.952380952380953;10.523809523809524;5.809523809523809;10.523809523809524;14.666666666666664;9.976190476190476;6.023809523809524;14.857142857142858;0.11918872645858028;0.09587778216778613;0.04951929408665876;0.05821151060187015;0.03213486105623601;0.05821151060187015;0.08112735414197288;0.055182404846569215;0.03332016330831029;0.08218095614381668;0.2619047619047619;2.523809523809524;0.047619047619047616;11;4;28;0;0;0;0;0.2619047619047619;0.09523809523809523;0.6666666666666666;0.0;0.0;0.0;0.0
17;Method Man;;32.0;1.0;1;248;11;1994.0;25.0;;9063;71894;289.89516129032256;203.9208333333333;375029;5.216415834422901;3731;12507;2324;2634;132;0.03232536790274571;0.036637271538654134;0.0018360363869029405;0.0;64.0;5365;6973;4008;2868;2909;3729;2343;2843;1889;3098;21.633064516129032;28.116935483870968;16.161290322580644;11.56451612903226;11.72983870967742;15.036290322580646;9.447580645161288;11.463709677419354;7.616935483870968;12.491935483870966;0.07462375163435057;0.09699001307480458;0.05574874120232565;0.03989206331543661;0.040462347344701916;0.05186802793000807;0.03258964586752719;0.03954432915125045;0.026274793445906476;0.043091217625949314;9.370967741935484;10.620967741935484;0.532258064516129;133;12;6;4;1;91;2;0.5362903225806451;0.04838709677419355;0.024193548387096774;0.016129032258064516;0.004032258064516129;0.36693548387096775;0.008064516129032258
18;Mos Def;;19.0;1.0;1;79;4;1999.0;20.0;;4232;20986;265.6455696202532;157.63291139240508;112574;5.364242828552368;3062;13055;218;589;19;0.01038787763270752;0.028066329934241883;0.0009053654817497381;0.0;38.0;2370;1461;754;1071;495;797;1205;718;557;1327;30.0;18.49367088607595;9.544303797468354;13.556962025316455;6.265822784810126;10.088607594936711;15.253164556962025;9.088607594936711;7.050632911392405;16.79746835443038;0.11293243114457258;0.06961784046507195;0.03592871438101592;0.05103402268178786;0.023587153340322117;0.03797769941866006;0.05741923186886496;0.03421328504717431;0.026541503859716;0.06323263127799485;2.759493670886076;7.4556962025316444;0.2405063291139241;44;12;13;3;0;8;0;0.5569620253164557;0.1518987341772152;0.16455696202531644;0.0379746835443038;0.0;0.10126582278481013;0.0
19;Nas;;46.0;1.0;1;285;13;1994.0;25.0;;9929;83564;293.20701754385965;209.28873239436612;452880;5.419558661624624;4151;13358;1719;3127;230;0.02057105930783591;0.037420420276674166;0.0027523814082619307;0.0;92.0;7381;7703;4441;4054;3023;4864;3628;3667;2228;4669;25.89824561403509;27.0280701754386;15.582456140350876;14.224561403508773;10.60701754385965;17.066666666666666;12.729824561403511;12.866666666666667;7.817543859649121;16.382456140350882;0.08832750945383179;0.09218084342539848;0.053144894930831466;0.04851371403953856;0.03617586520511225;0.05820688334689579;0.04341582499640994;0.04388253314824565;0.026662199033076445;0.0558733425877172;6.031578947368421;10.971929824561405;0.8070175438596491;126;12;57;6;4;82;0;0.4421052631578947;0.042105263157894736;0.2;0.021052631578947368;0.014035087719298246;0.28771929824561404;0.0
20;Nate Dogg;;29.0;1.0;1;61;4;1998.0;21.0;;2393;10643;174.4754098360656;110.65573770491804;53002;4.979986845814151;2189;8918;243;249;16;0.02283190829653293;0.02339565911866955;0.0015033355256976414;0.0;58.0;866;904;525;443;365;488;541;464;296;474;14.196721311475411;14.81967213114754;8.60655737704918;7.262295081967213;5.9836065573770485;8.0;8.868852459016392;7.60655737704918;4.852459016393444;7.770491803278688;0.08136803532838485;0.08493845720191676;0.04932819693695386;0.041623602367753455;0.03429484167997745;0.04585173353377807;0.05083153246265151;0.043596730245231606;0.02781170722540637;0.044536314948792635;3.9836065573770494;4.081967213114754;0.26229508196721313;2;10;12;3;1;32;1;0.03278688524590164;0.16393442622950818;0.19672131147540983;0.04918032786885246;0.01639344262295082;0.5245901639344263;0.01639344262295082
21;Notorius B.I.G.;;;1.0;1;97;5;1994.0;25.0;;5157;31660;326.39175257731966;210.6292134831461;164620;5.199620972836387;3432;15091;1651;1129;99;0.05214782059380922;0.03566013897662665;0.0031269740998104865;0.0;0.0;2153;3260;1959;1177;1460;1631;1112;1406;798;1261;22.195876288659797;33.608247422680414;20.195876288659797;12.1340206185567;15.051546391752574;16.814432989690722;11.463917525773196;14.494845360824742;8.226804123711341;13.0;0.06800379027163614;0.10296904611497157;0.06187618445988629;0.03717624763108023;0.04611497157296273;0.051516108654453566;0.03512318382817435;0.04440934933670247;0.025205306380290587;0.03982943777637397;17.020618556701027;11.639175257731958;1.0206185567010309;10;7;3;1;1;73;5;0.10309278350515463;0.07216494845360824;0.030927835051546393;0.010309278350515464;0.010309278350515464;0.7525773195876289;0.05154639175257732
22;Outkast;;38.0;1.0;1;141;6;1994.0;25.0;;5608;28807;204.3049645390071;146.8201438848921;153531;5.3296421008782575;3357;10762;731;636;78;0.025375776720935883;0.022077967160759538;0.002707675217829;0.0;76.0;2315;2464;1200;1276;977;1070;1241;993;725;1261;16.418439716312054;17.47517730496454;8.51063829787234;9.04964539007092;6.929078014184397;7.588652482269503;8.801418439716311;7.042553191489363;5.141843971631205;8.943262411347519;0.08036241191377096;0.08553476585552122;0.041656541812753835;0.04429478946089492;0.033915367792550416;0.03714374978303885;0.04307980699135626;0.034470788350053815;0.025167494011872116;0.043774082688235495;5.1843971631205665;4.51063829787234;0.5531914893617021;37;19;32;11;2;34;6;0.2624113475177305;0.1347517730496454;0.22695035460992907;0.07801418439716312;0.014184397163120567;0.24113475177304963;0.0425531914893617
23;Pusha T;;2.0;1.0;1;80;6;2011.0;8.0;;4329;17690;221.125;161.81333333333333;96025;5.428208027133974;3346;10768;585;603;63;0.03306953080836631;0.03408705483323912;0.0035613340870548327;0.0;4.0;1680;1493;900;967;624;939;938;781;525;1096;21.0;18.6625;11.25;12.0875;7.8;11.7375;11.725;9.7625;6.5625;13.7;0.09496890898812888;0.08439796495195026;0.05087620124364047;0.05466365178066705;0.035274166195590734;0.053080836630864894;0.05302430751837196;0.04414923685698135;0.02967778405879028;0.061955907292255516;7.3125;7.5375;0.7875;34;2;17;5;19;2;2;0.425;0.025;0.2125;0.0625;0.2375;0.025;0.025
24;Rakim;;35.0;1.0;1;52;3;1997.0;22.0;;3560;13766;264.73076923076917;182.61538461538456;74747;5.429827110271684;3488;13282;47;350;12;0.003414208920528839;0.02542496004649136;0.0008717129158797036;0.0;70.0;1370;969;612;777;352;652;670;464;362;739;26.34615384615385;18.634615384615387;11.769230769230768;14.942307692307693;6.769230769230768;12.538461538461537;12.884615384615385;8.923076923076922;6.961538461538463;14.211538461538463;0.09952055789626617;0.07039081795728606;0.044457358709864885;0.05644341130321081;0.0255702455324713;0.047363068429463896;0.04867063780328345;0.03370623274734854;0.026296672962371058;0.05368298706959175;0.903846153846154;6.730769230769232;0.2307692307692308;34;2;8;2;0;6;0;0.6538461538461539;0.038461538461538464;0.15384615384615385;0.038461538461538464;0.0;0.11538461538461539;0.0
25;Redman;;13.0;1.0;1;166;9;1992.0;27.0;;6978;45588;274.6265060240964;184.8674698795181;236337;5.184193208739142;3501;12873;1878;1424;76;0.04119505132929718;0.03123629025182065;0.0016671053786084054;0.0;26.0;2973;4309;2381;1456;1808;2073;1145;1756;1022;1640;17.909638554216873;25.957831325301203;14.343373493975903;8.771084337349397;10.891566265060241;12.487951807228914;6.897590361445782;10.578313253012047;6.1566265060240974;9.879518072289155;0.0652145301395104;0.09452048784767922;0.0522286566640344;0.03193822935860314;0.039659559533210494;0.04547249276125296;0.02511625866456085;0.03851890848468895;0.022418180222865663;0.03597437922260244;11.313253012048195;8.578313253012048;0.4578313253012048;38;3;0;13;2;109;1;0.2289156626506024;0.018072289156626505;0.0;0.0783132530120482;0.012048192771084338;0.6566265060240963;0.006024096385542169
26;Royce da 59;;14.0;1.0;1;185;11;2002.0;17.0;;8151;55451;299.7351351351351;205.85;296953;5.355232547654687;4190;15303;2070;1924;204;0.03733025554092802;0.034697300319200736;0.003678923734468269;0.0;28.0;4461;5291;3060;2421;2175;2856;2027;2364;1399;2734;24.113513513513517;28.6;16.54054054054054;13.086486486486486;11.756756756756756;15.437837837837836;10.956756756756755;12.778378378378378;7.562162162162162;14.778378378378378;0.08044940578168112;0.09541757587780204;0.05518385601702404;0.04366016843699843;0.039223819227786685;0.05150493228255577;0.03655479612630971;0.0426322338641323;0.025229481884907395;0.049304791617824736;11.189189189189188;10.4;1.1027027027027028;104;3;29;12;1;32;4;0.5621621621621622;0.016216216216216217;0.15675675675675677;0.06486486486486487;0.005405405405405406;0.17297297297297298;0.021621621621621623
27;Tech N9ne;;15.0;1.0;1;572;33;1999.0;20.0;;11991;166992;291.94405594405595;186.61041292639138;884922;5.299187985053176;3893;14969;5218;4261;172;0.031247005844591363;0.025516192392449937;0.0010299894605729617;0.0;30.0;13060;17174;9954;6869;7216;9203;6946;8385;4234;7144;22.832167832167837;30.024475524475523;17.402097902097903;12.008741258741257;12.615384615384615;16.08916083916084;12.143356643356645;14.659090909090908;7.4020979020979025;12.48951048951049;0.07820733927373766;0.10284324997604677;0.05960764587525151;0.041133707003928335;0.04321165085752611;0.055110424451470734;0.04159480693685925;0.05021198620293188;0.02535450800038325;0.04278049247868161;9.122377622377623;7.449300699300699;0.3006993006993007;286;42;107;25;4;72;39;0.5;0.07342657342657342;0.18706293706293706;0.043706293706293704;0.006993006993006993;0.1258741258741259;0.06818181818181818
28;Tyler the Creator;;3.0;1.0;1;124;7;2009.0;10.0;;5416;29391;237.0241935483871;153.3709677419355;154946;5.271885951481746;3217;12107;2155;598;76;0.07332176516620734;0.020346364533360552;0.002585825592868565;0.0;6.0;2155;2925;1614;1288;1456;1353;1168;1367;731;1196;17.379032258064516;23.588709677419356;13.016129032258064;10.387096774193546;11.741935483870966;10.911290322580648;9.419354838709678;11.024193548387096;5.895161290322582;9.64516129032258;0.07332176516620734;0.09952026130448097;0.05491476982749821;0.04382293899493042;0.04953897451600831;0.04603450035725222;0.03974005647987479;0.046510836650675375;0.024871559320880542;0.04069272906672111;17.379032258064516;4.82258064516129;0.6129032258064516;50;7;23;6;9;2;28;0.4032258064516129;0.056451612903225805;0.18548387096774194;0.04838709677419355;0.07258064516129033;0.016129032258064516;0.22580645161290322
29;aaprocky;68.0;28.0;1.0;1;95;5;2011.0;8.0;8.5;4509;22365;235.42105263157902;150.0531914893617;114536;5.121216186004919;3179;10871;1122;715;81;0.05016767270288397;0.03196959534987704;0.0036217303822937627;14.285714285714285;56.0;1761;2252;1297;1003;951;1153;930;972;680;1091;18.53684210526316;23.705263157894734;13.652631578947368;10.557894736842103;10.010526315789473;12.13684210526316;9.789473684210526;10.23157894736842;7.157894736842105;11.48421052631579;0.07873910127431254;0.10069304717192043;0.05799239883746926;0.04484685893136597;0.04252179745137492;0.051553767046724784;0.04158283031522468;0.04346076458752515;0.03040465012295998;0.04878157835904315;11.810526315789476;7.526315789473684;0.8526315789473684;15;4;18;10;15;14;21;0.15789473684210525;0.042105263157894736;0.18947368421052632;0.10526315789473684;0.15789473684210525;0.14736842105263157;0.22105263157894736
30;aboogiewitdahoodie;20.0;;1.0;1;110;6;2016.0;3.0;6.666666666666668;3434;27701;251.82727272727269;127.66055045871559;139963;5.052633478935778;2172;12094;1699;673;96;0.06133352586549224;0.024295151799574026;0.003465578859968954;4.201680672268908;0.0;2012;2440;1664;1093;1175;1226;1302;1067;688;1181;18.29090909090909;22.181818181818183;15.127272727272727;9.936363636363636;10.681818181818182;11.145454545454543;11.836363636363634;9.7;6.254545454545455;10.736363636363636;0.07263275694018266;0.08808346269087759;0.060070033572795216;0.0394570593119382;0.04241724125482835;0.04425833002418685;0.047001913288328936;0.03851846503736328;0.024836648496444173;0.0426338399335764;15.445454545454545;6.118181818181817;0.8727272727272727;1;22;21;8;21;0;41;0.00909090909090909;0.2;0.19090909090909092;0.07272727272727272;0.19090909090909092;0.0;0.37272727272727274
31;akon;51.0;;1.0;1;136;6;2004.0;15.0;3.4;3523;29840;219.4117647058824;94.11029411764706;150615;5.047419571045577;1972;10533;467;757;49;0.015650134048257373;0.0253686327077748;0.0016420911528150135;10.714285714285714;0.0;2452;2024;1246;1420;792;1226;1576;1124;731;1271;18.029411764705888;14.882352941176471;9.161764705882351;10.441176470588236;5.8235294117647065;9.014705882352944;11.588235294117649;8.264705882352942;5.375;9.345588235294116;0.082171581769437;0.06782841823056299;0.04175603217158177;0.04758713136729222;0.026541554959785524;0.0410857908847185;0.052815013404825736;0.037667560321715816;0.024497319034852548;0.042593833780160864;3.4338235294117645;5.566176470588236;0.3602941176470588;4;39;50;12;9;18;4;0.029411764705882353;0.2867647058823529;0.36764705882352944;0.08823529411764706;0.0661764705882353;0.1323529411764706;0.029411764705882353
32;aloeblacc;29.0;;1.0;1;73;6;2004.0;15.0;1.9333333333333331;1882;9928;136.0;67.24657534246576;50880;5.1248992747784055;1472;6337;26;221;13;0.0026188557614826753;0.022260273972602745;0.0013094278807413374;6.0924369747899165;0.0;1218;572;341;734;148;316;764;385;383;774;16.684931506849313;7.835616438356165;4.671232876712328;10.054794520547944;2.0273972602739727;4.328767123287672;10.465753424657533;5.273972602739726;5.2465753424657535;10.602739726027398;0.1226833199033038;0.057614826752618864;0.03434730056406124;0.07393231265108784;0.014907332796132154;0.03182917002417405;0.07695406929895246;0.03877921031426269;0.03857775987107172;0.07796132151490734;0.3561643835616438;3.0273972602739727;0.1780821917808219;7;12;54;2;3;0;0;0.0958904109589041;0.1643835616438356;0.7397260273972602;0.0273972602739726;0.0410958904109589;0.0;0.0
33;augustalsina;24.0;;1.0;1;119;10;2011.0;8.0;3.0;2697;24602;206.73949579831933;96.12727272727273;120370;4.892691651085277;1684;10039;995;539;26;0.040443866352329085;0.021908787903422485;0.0010568246484025687;5.042016806722689;0.0;2553;2092;1451;1249;996;1051;1909;994;834;1400;21.45378151260504;17.579831932773107;12.193277310924367;10.495798319327733;8.369747899159664;8.831932773109244;16.04201680672269;8.352941176470589;7.008403361344537;11.764705882352944;0.10377205105275994;0.08503373709454516;0.05897894480123567;0.05076823022518495;0.04048451345419072;0.04272010405658076;0.07759531745386554;0.040403219250467436;0.03389968295260548;0.05690594260629218;8.361344537815127;4.529411764705882;0.2184873949579832;1;40;43;12;4;3;16;0.008403361344537815;0.33613445378151263;0.36134453781512604;0.10084033613445378;0.03361344537815126;0.025210084033613446;0.13445378151260504
34;badmeetsevil;32.0;;;1;16;1;2011.0;8.0;4.0;2529;6789;424.3125;293.5;36948;5.442333186036235;2529;6789;306;173;30;0.04507291206363235;0.025482397996759464;0.004418912947414936;6.722689075630252;0.0;430;794;467;278;345;416;204;349;169;252;26.875;49.625;29.1875;17.375;21.5625;26.0;12.75;21.8125;10.5625;15.75;0.06333775224628074;0.11695389600824865;0.06878774488142582;0.04094859331271174;0.05081749889527176;0.06127559287082045;0.030048608042421564;0.05140668728826042;0.02489320960377081;0.03711886875828546;19.125;10.8125;1.875;10;0;2;0;0;1;3;0.625;0.0;0.125;0.0;0.0;0.0625;0.1875
35;bigsean;163.0;21.0;1.0;1;161;9;2007.0;12.0;13.583333333333336;5858;43319;269.06211180124217;160.10759493670886;220010;5.078833768092523;3047;14391;2029;936;108;0.04683856968074055;0.02160714697938549;0.0024931323437752486;34.243697478991606;42.0;3597;3733;2452;2286;1830;1872;2061;1629;1333;2272;22.341614906832298;23.186335403726712;15.229813664596273;14.198757763975156;11.366459627329194;11.627329192546586;12.801242236024844;10.118012422360248;8.279503105590063;14.111801242236025;0.08303515778295897;0.0861746577714167;0.05660333802719361;0.052771301276576095;0.04224474249174727;0.04321429395877098;0.04757727556037766;0.03760474618527667;0.030771716798633393;0.05244811745423486;12.602484472049687;5.813664596273293;0.6708074534161491;16;8;67;31;7;5;28;0.09937888198757763;0.049689440993788817;0.4161490683229814;0.19254658385093168;0.043478260869565216;0.031055900621118012;0.17391304347826086
36;birdman;28.0;;1.0;1;119;7;2005.0;14.0;2.0;4032;33371;280.42857142857144;144.79661016949154;165397;4.956309370411435;2382;12262;1965;1737;145;0.05888346168829223;0.0520511821641545;0.0043450900482454825;5.882352941176469;0.0;3253;2625;2599;1969;1220;1575;1989;1191;1393;2134;27.336134453781508;22.058823529411764;21.840336134453782;16.54621848739496;10.252100840336137;13.235294117647056;16.714285714285715;10.008403361344536;11.705882352941178;17.932773109243698;0.09747984777201762;0.07866111294237511;0.0778819933475173;0.05900332624134728;0.036558688681789575;0.04719666776542507;0.05960264900662252;0.03568967067214048;0.0417428306014204;0.063947739054868;16.512605042016812;14.596638655462186;1.2184873949579829;4;23;9;23;55;17;7;0.03361344537815126;0.19327731092436976;0.07563025210084033;0.19327731092436976;0.46218487394957986;0.14285714285714285;0.058823529411764705
37;blackbear;17.0;;0.0;1;136;12;2012.0;7.0;2.4285714285714284;2586;20615;151.5808823529412;67.0375939849624;103798;5.035071549842347;1303;6931;627;369;62;0.030414746543778806;0.01789958767887461;0.003007518796992481;3.571428571428571;0.0;1831;1863;1072;1077;854;862;1162;959;537;1139;13.463235294117649;13.698529411764708;7.882352941176472;7.919117647058822;6.279411764705883;6.338235294117648;8.544117647058824;7.0514705882352935;3.9485294117647056;8.375;0.08881882124666506;0.09037108901285472;0.05200097016735387;0.052243512005821;0.041426146010186765;0.041814212951734174;0.05636672325976231;0.046519524617996605;0.02604899345137036;0.05525103080281348;4.610294117647058;2.7132352941176467;0.4558823529411765;4;24;70;16;11;3;12;0.029411764705882353;0.17647058823529413;0.5147058823529411;0.11764705882352941;0.08088235294117647;0.022058823529411766;0.08823529411764706
38;bob;85.0;;1.0;1;283;20;2007.0;12.0;7.083333333333332;7562;63529;224.4840989399293;132.11272727272728;333323;5.246784932865307;2983;11654;1985;1239;84;0.031245572887972417;0.01950290418549009;0.0013222307922366163;17.857142857142858;0.0;5048;5754;3294;2747;2316;2749;2478;2519;1644;3037;17.83745583038869;20.3321554770318;11.639575971731448;9.706713780918728;8.183745583038869;9.713780918727917;8.756183745583039;8.901060070671377;5.809187279151944;10.731448763250883;0.07945977427631476;0.09057280926820822;0.05185033606699303;0.0432400950746903;0.03645579184309528;0.04327157676021974;0.03900580837098018;0.03965118292433377;0.025877945505202348;0.04780493947645957;7.0141342756183755;4.37809187279152;0.2968197879858657;96;24;73;42;13;9;27;0.3392226148409894;0.08480565371024736;0.2579505300353357;0.14840989399293286;0.045936395759717315;0.03180212014134275;0.09540636042402827
39;bobbyshmurda;20.0;;1.0;1;10;1;2014.0;5.0;4.0;745;2364;236.4;124.2;11608;4.910321489001691;745;2364;228;103;1;0.0964467005076142;0.043570219966159056;0.00042301184433164127;4.201680672268908;0.0;131;300;259;62;135;198;55;145;66;116;13.1;30.0;25.9;6.2;13.5;19.8;5.5;14.5;6.6;11.6;0.05541455160744501;0.12690355329949238;0.10956006768189508;0.02622673434856176;0.05710659898477158;0.08375634517766498;0.023265651438240272;0.06133671742808799;0.027918781725888325;0.04906937394247039;22.8;10.3;0.1;0;0;2;0;2;3;3;0.0;0.0;0.2;0.0;0.2;0.3;0.3
40;bowwow;29.0;;1.0;1;147;12;2003.0;16.0;1.8125;4419;37632;256.0;140.8013698630137;182036;4.837266156462585;2259;11808;1129;691;98;0.030001062925170068;0.01836203231292517;0.0026041666666666665;6.0924369747899165;0.0;3005;2683;1873;1758;1203;1203;1798;1089;1062;1740;20.442176870748302;18.25170068027211;12.741496598639454;11.959183673469386;8.183673469387756;8.183673469387756;12.231292517006805;7.408163265306122;7.224489795918367;11.83673469387755;0.07985225340136054;0.07129570578231292;0.049771471088435375;0.0467155612244898;0.03196747448979592;0.03196747448979592;0.04777848639455783;0.02893813775510204;0.028220663265306117;0.04623724489795918;7.680272108843537;4.700680272108842;0.6666666666666666;7;49;22;36;21;6;15;0.047619047619047616;0.3333333333333333;0.14965986394557823;0.24489795918367346;0.14285714285714285;0.04081632653061224;0.10204081632653061
41;brysontiller;67.0;;1.0;1;57;3;2011.0;8.0;8.375;2117;11161;195.80701754385964;109.03508771929823;54522;4.885046142818744;1907;9736;550;195;24;0.04927873846429531;0.017471552728250156;0.00215034495116925;14.07563025210084;0.0;1089;854;578;492;425;395;661;357;285;558;19.105263157894736;14.982456140350877;10.140350877192985;8.631578947368421;7.456140350877192;6.9298245614035086;11.596491228070176;6.2631578947368425;5.0;9.789473684210526;0.09757190215930472;0.07651644117910583;0.05178747424065944;0.044082071498969616;0.03807902517695547;0.035391093987993914;0.0592240838634531;0.031986381148642586;0.025535346295134844;0.04999552011468506;9.649122807017543;3.421052631578948;0.42105263157894735;0;16;25;4;3;0;10;0.0;0.2807017543859649;0.43859649122807015;0.07017543859649122;0.05263157894736842;0.0;0.17543859649122806
42;bustarhymes;36.0;33.0;1.0;1;245;13;1996.0;23.0;1.5652173913043481;8204;75560;308.40816326530614;183.27083333333331;389536;5.155320275277925;3404;14543;3560;1995;96;0.0471148755955532;0.02640285865537321;0.001270513499205929;7.563025210084032;66.0;5860;6830;4455;3252;3116;3263;3205;2574;2061;3345;23.918367346938773;27.877551020408163;18.183673469387763;13.273469387755101;12.718367346938775;13.318367346938775;13.081632653061225;10.506122448979593;8.412244897959184;13.653061224489793;0.07755426151402857;0.09039174166225517;0.05895976707252515;0.04303864478560085;0.04123875066172578;0.04318422445738486;0.04241662255161461;0.034065643197458965;0.02727633668607729;0.044269454737956584;14.530612244897961;8.142857142857142;0.3918367346938775;77;33;16;18;7;76;23;0.3142857142857143;0.1346938775510204;0.0653061224489796;0.07346938775510205;0.02857142857142857;0.31020408163265306;0.09387755102040816
